影评内容,情感得分,影评分数,差异
40.67亿,3.5717343273429125,5.0,1.4282656726570875
还是那个长津湖，还是那火爆而紧张的场面，这点都没有变。唯一的缺点就是对主角们的牺牲艺术渲染都有点过了，和前面的战争场面要贴近现实这种手法就有剧烈的反差，有种不协调感深深横梗在中间。,4.99997051747666,3.0,1.99997051747666
实到一人，泪目,4.053857417067071,4.0,0.05385741706707137
爆爆爆，最后素然无味,1.0463825951512327,2.0,0.9536174048487673
本来主线明晰，但很多人物和情节处理上好拖沓。,4.835307943575707,3.0,1.8353079435757067
向志愿军致敬,4.452212222318851,5.0,0.5477877776811493
其实结尾叙述比过程好，战争戏有点走流程不够精彩，电影整体节奏一般，关键时刻的枪卡壳处理确实挺恶趣味也不明白为啥这么处理。三星致敬志愿军先辈们。,4.999704955842734,3.0,1.9997049558427342
扬我国威,4.955634108550351,4.0,0.9556341085503508
10,2.4094151212553494,5.0,2.5905848787446506
完整度比第一部高很多 徐克把电影创作成英雄主义精神 文戏和武戏之间也更加顺畅 但故事依然讲的太长了 毕竟动机和矛盾并不多 没有必要在三的在双方阵营中切换 不过最后的收尾依然悲壮惨烈气壮山河 但在电影语言中 不是只有滚动字幕这一种苍白无趣的表达 饱满的情绪和镜头已经把一切推向了高潮,4.999999607190958,4.0,0.9999996071909578
第一次看上部的时候因为音响和不间断的轰炸高潮难受到半途出来，第二部猜到应该都死完了就不敢去看，终于时隔这么久在电影频道看了一遍，放完就是国歌好评。看到中间还是全身发抖无法控制，鼓足一点点勇气，去看英雄们赴死。为什么要用慢动作？因为战场上生命消逝转瞬即逝，为什么要着重拍一个个如何痛苦死去，因为他们已经被遗忘，为什么事倍功半还要去牺牲，因为背后是我们的祖国和家人??依旧很难受，但是当年的英雄们该更痛苦才有了现在的我们，向死而行，明知和美军实力悬殊也要以身相拼，每一个默默无闻的名字都值得被铭记。拍摄或许各有长短，但是这份精神传达到位了，民族精神凝聚，我觉得是部好电影。下部没有那么渲染，上部过于展示如何牺牲，太难受了，我们要记住的不是怎么死而是不畏死的保家卫国的崇高与伟大。实到1人??幸好钢七连还在,5.0,5.0,0.0
第七穿插连应到一百五十七人，实到一人。 《长津湖之水门桥》一部让人泪目的影片。 炮架子打断了，战士的肉身可以做炮架子。 水门桥作战的惨烈超出了上一部的长津湖。 为了当今的太平盛世，先烈们付出了太多。,4.581782046152947,3.0,1.5817820461529468
7.5/10，乌俄冲突再一次证明，自身强大才是硬道理，中华人民共和国万岁！,1.6756613302889591,5.0,3.324338669711041
伟大的革命先辈万岁！！,4.123834696597045,5.0,0.8761653034029546
不忍心给牺牲的前辈们差评,2.357904051405836,5.0,2.642095948594164
比第一部差远了，本来打两星的，看在题材的份上给三星吧，节奏太压抑了，双方一直都在兜圈子，绕来绕去，完全没有上一部的爽快感。情节太多不合理的地方，明明有狙击手却不让他远程狙击掩护，打掉所有探照灯能少死多少人啊，你让他冲在前面炸坦克？导演脑子怎么想的？后面一群飞机扔燃烧弹炸李晨一个人？正常应该是机枪扫射吧，大白天所有人都在睡觉，没有轮流放哨的我也是醉了。。。还有抱着炸药包冲坦克的，不能把炸药包扔过去吗？或者从后面跑过去成功率更高吧，一定要正面硬刚？吴京的高山速降都有点成龙的影子了。。。还有一般炸桥应该是顺着管子爬到桥墩上绑炸药包才对劲吧，这打成夺桥了而不是炸桥。。。对面指挥官和智障没区别，你是守桥玩什么诱敌啊，真不怕别人摸过来往桥墩上绑炸药包啊？不带手枪一个人到处乱跑？我也是服了真怀疑他是卧底。,1.0000000062246235,3.0,1.9999999937753765
"确实太苦了真的太苦了 四星给抗美援朝的英雄们 但影片本身没有令我着迷的地方。但可以看到的是技术上的进步。我听到的太多是""所有人就地隐蔽不许开枪""强弱悬殊上面机械上的优势被反复扩大。飞机打子弹下来的时候肉体顷刻间灰飞烟灭。器械上的优势形成难以逾越的鸿沟，物资的匮乏，寒冷的天气都在摧残着他们。影片的中段朱亚文饰演的指导员回忆起妻子和女儿，也是青春年少干净纯粹的模样，但镜头一转他已经饱经风霜。一代人经历着五代人的痛苦，一个""我们不打他们就得打""我不晓得他们那时候的人是怎么坚持下去的 如此严酷的环境。对手在环境 武器 物资上都远远超过他们的时候，是怎么抱有必胜的信念。",4.9999999728403495,4.0,0.9999999728403495
强大的工业实力也是战争的一部分，还好我们现在也有了很高的实力了。,4.999701349542793,3.0,1.9997013495427929
感谢。,3.7647058823529407,4.0,0.23529411764705932
宏大史诗，战争戏不如第一步，人物描写比第一部好些，特别是千玺特别出彩，某些桥段过于套路和主角光环，看着有些尴尬,4.999993973665141,4.0,0.9999939736651413
不论是武侠片，还是主旋律，徐克始终有自己的电影语言与表现方式，而这套体系是超越题材本身的。抗美援朝的战士们本就是英雄，而徐克用自己的方式，将这些英雄塑造成了带有侠义之心的传奇人物。3月10日，13:15-15:45，王府井横店影城。,4.999999997153675,4.0,0.999999997153675
比第一步好一点,4.680631047773197,4.0,0.6806310477731969
极差。关于这场战争具体事务性的琐碎的析辨，还是要看看刘小枫、汪晖、杨奎松、高华、沈志华这些人。,4.995603407294297,1.0,3.995603407294297
断续看完,4.33216876976074,4.0,0.33216876976073983
不忘历史！,4.049252531645758,5.0,0.9507474683542423
2023/01/02 战争结束后点名，“第七穿插连，应到157人，实到1人！”,4.8689882610085,4.0,0.8689882610085
"这部片子感人吗？是感人的，真实吗？有待商榷，宣传的作用大于事实，不过让一些人因为这部电影的争议去了解历史也是一件好事，更多的人了解了真实的抗美援朝，年轻人进一步理解了历史，警钟长鸣。
青山有幸埋忠骨，牺牲的志愿军同志们护住了自己的妻儿老小，再也没有列强可以欺辱他们了，如今人人都能有衣穿，有饭吃，但是打江山容易守江山难，一代人有一代人的长征，盼今世之人勿忘赤子之心，路漫漫其修远兮，吾将上下而求索",5.0,3.0,2.0
相比起用难看来形容，影像和题材的割裂是更合适的表述。无论是动作桥段的设计逻辑还是情感表达，本应严肃写实的历史战争题材被精心包装成香港警匪电影了。这也是我看电影以来，为数不多画面过亮的电影，夜晚如白天，白天如正午。打光很有世纪初港片的光线调度的感觉，还有各种光晕，整的像科幻片。镜头调度上《水门桥》和《智取威虎山》很接近，有一些用多了就很违和的长镜头和特效镜头，但后者但战斗规模较小，题材有演绎成分，即使处理稍显夸张，违和感尚没有这样强。但在大场景调度上如此的镜头调度就真的很拧巴。剧情上槽点也不少，但如果把它当作架空背景的港片去看，多多少少也就能接受些了。,4.999999999999971,3.0,1.9999999999999707
作为续集，没啥太大的惊喜，不过至少特效画面没地方翻车（至少我没看到）。恰逢俄乌局势问题严峻，有一句话是共同的：干翻老美！,4.984500149178461,3.0,1.9845001491784613
一顿突突突,1.7634184637676107,3.0,1.2365815362323893
充分展现了志愿军不怕死的精神。但国力的差距实在是太大了，制空权、武器装备。牺牲那么大炸的桥，并没有成为障碍。,4.971876885786704,5.0,0.028123114213295608
第一部很一般，第二部更一般。博纳能不能别再拍主旋律了，浪费题材,2.775047613129462,3.0,0.22495238687053787
"打分不代表我的爱国情怀！
第一部我给了很高的评分，在拍摄手法，在剧情，在惨烈，在感动。第二部，都欠了一些。",4.999893321167089,3.0,1.9998933211670886
军人荣耀,2.8950688727687632,4.0,1.1049311272312368
“用我们的血肉 筑成我们新的长城”,4.526030294731296,5.0,0.4739697052687042
也许是期望值高了，感觉一般般。,3.3341714928178607,3.0,0.33417149281786074
惨烈 决绝 冰与火 血与泪 ,4.902983068212012,4.0,0.9029830682120119
这真是一个很难很难拍的电影啊。以及，这部比上一部又更血腥了。,4.9654548398547265,4.0,0.9654548398547265
正是因为有那些勇于冲锋甘于奉献不畏牺牲的英雄才能有如今的和平年代，战争场面和整体观感比第一部要好。,4.999999645243191,4.0,0.9999996452431912
bp了几天视频会员，正好看了。比前一部好些，但还是有些毛病。敌机来袭，战斗指挥员下令分散隐蔽，战士们还慢条斯理回头去看？？？这是想表现个啥,3.027068810093264,4.0,0.9729311899067361
没有前一部好看，逻辑硬伤太多,3.7989910681999017,3.0,0.7989910681999017
应到157人，实到到1人！一下子泪奔了,4.675217365463469,4.0,0.6752173654634692
明知百死一生，亦无悔前行。,4.957014570903544,4.0,0.957014570903544
做为主旋律电影，能做到剧情无硬伤，无过度煽情，无强调我方机智，敌方傻逼已经说很难得了。真实而残酷，还原程度很高，希望世界没有战争，感谢祖国先烈为我们的和平作出的奉献，我爱我的祖国。,4.9999999410598885,5.0,5.894011145812783e-08
没看下去，可能是我的问题，和导演、演员无关。,4.329400507181728,3.0,1.3294005071817283
整体观感挺好的，这本来就是历史改编，大结局改不了，与爱国绑架无关，这是部优秀的战争片！,4.999975125763433,4.0,0.9999751257634326
热泪盈眶,3.6666666666666665,5.0,1.3333333333333335
没看第一部，看睡着了一会儿；基本上是战争戏，毫无意义地各种炫技。,4.474171947114067,2.0,2.4741719471140673
相比于第一步好很多.,4.837992597582453,4.0,0.8379925975824527
我觉得各方面都远比第一部要成熟，至少是统一的不像第一部那么割裂,4.650758012166036,3.0,1.650758012166036
相比第一部剧情更加紧凑、清晰，演员们都演的很好。,4.99783535365386,3.0,1.9978353536538602
力不从心。,3.9999999999999996,3.0,0.9999999999999996
开头就雷到我，出演员表之前那一分钟是什么？竟然是上一集的前情回顾。这是当电视剧来拍的啊。打得眼花缭乱，却没有实实在在的痛感，更别谈所谓共情了，宏大的音乐下只看得到一个个战争工具，而非真正的人。就算按照电视剧的标准，也没有《团长》里的随便一场战斗戏拍得好啊。上一集至少还有一段林超贤导的戏可以看。 Ps：那么多的血腥场面，电影也不分级，过年很多人还带着小孩子一起去看。,4.9999999989710835,1.0,3.9999999989710835
好惨，最后就只剩一个人了……战争真的很残酷，现在和平美好的生活来之不易。,4.999695994012136,3.0,1.9996959940121357
因为那段历史足够伟大,4.9790062880106545,3.0,1.9790062880106545
题材很沉重 演员阵容强 整个电影给人的震撼力和后韵都很足 ,4.999978354001463,4.0,0.9999783540014633
“不是飞机大炮，不是导弹坦克，也不是核武器。而是一群能自由而幸福生活的人们，保卫他们的生活方式的决心。”刚好今天看到芬兰加入北约的新闻，找到了以前微信推文，说的是当年苏联和芬兰的战争，文中有一句话，觉得可以发出来,4.99999958418711,5.0,4.15812889897893e-07
四星的剧情，三星的观影氛围。,4.620683979912849,4.0,0.6206839799128492
大体挺好的吧,4.209041913027729,4.0,0.209041913027729
感谢革命先辈们给我们创造了现在幸福美好的生活,4.999277771204627,4.0,0.9992777712046266
战斗非常惨烈，整部电影就在不停的打打打，文戏基本没有，剧情和人物也比较扁平，纯纯的商业片，及格了。,4.992208908236121,3.0,1.9922089082361207
没想到战争那么残酷,4.804030981619129,5.0,0.19596901838087089
2022.2.1.大年初一观影。为志愿军战士们打五星吧。希望国土安宁，永无战争。,4.960394540448952,5.0,0.03960545955104777
县城60一张票看完,1.0699999208605457,3.0,1.9300000791394543
2月4日大半夜大黄请客看的,1.0579390645330693,4.0,2.9420609354669307
水门桥,3.518829075809545,5.0,1.481170924190455
先辈的血泪和资本的利爪,4.942185691387365,4.0,0.9421856913873654
5.9[视]春节档，三导演变单导演，华语影史炸碎人体最慢速镜头。中期万里戏份突然加量，差点使我忘记ta是主演。七连九连越往后牺牲越多节奏放缓，徐克懂吴京装逼反装逼，个别特效较差，任务完成,4.999275741133509,4.0,0.9992757411335091
散场的时候，坐着听片尾曲。有一句特别好，它说我“记得我曾来过，我爱我的祖国。”没打满分是因为后面煽情还可以更自然一点。比起第一部，哭点多了些。都值得一看。,4.999361375003177,4.0,0.9993613750031773
只能说有些情节有点夸张了，为什么伍千里被烧死，而伍万里毫发无损半天才活过来……战争比电影更残酷。,3.7914701144021214,4.0,0.20852988559787855
咣咣咣biubiubiu轰！革命先烈永垂不朽,1.0953307352601156,4.0,2.9046692647398844
致敬！,4.5,4.0,0.5
万里能活着，是因为大年初一。唉，战争残酷到难以面对和承受,4.9996481562991715,4.0,0.9996481562991715
为什么我看着炸桥过程这么糟心，完全没配合的感觉，你打你的，我打我的。,2.798401337157561,3.0,0.20159866284243888
场面宏达，剧情合理,3.1769300536803544,4.0,0.8230699463196456
觉得比第一部更好看，第一部稍微有些乱最后看哭了，伟大的志愿军战士永垂不朽,4.818775435426062,5.0,0.1812245645739381
任何一部电影也无法表现战争的惨烈,4.996347140690357,4.0,0.9963471406903572
半小时之前简直悬浮的没法看，直到段奕宏那个角色牺牲才好点，吴京的演技是真的出戏啊，偏偏还狂给他装逼镜头，易烊千玺在这比满江红的歪脖大佐强多了,2.7427320165447555,2.0,0.7427320165447555
得和长津湖连着看，不然挺累的。不过连着看五六个小时也挺累的，总结就是如果不考虑视觉效果（有一幕在雪里走那个特效着实给我看无语了）不如做个十来集的剧。,4.999759570736444,3.0,1.999759570736444
文戏实在是有点多，且配乐太足太满了。志愿军有点过于神勇了，美国人如果第一部还想回家过圣诞??跟家人团聚之类的，第二部已经是生死攸关了，但仍然打得很心不在焉，很……弱智。后来编剧更让美国人自己弄洒了几箱汽油，炸了自己的碉堡。我老公还说，那怎么了，他们害怕所以乱打一气呀。我说那志愿军应该更害怕呀……为啥没有乱打呢？,1.0069184551004464,4.0,2.9930815448995536
美军不管输赢，都是丢人丢到家了，完全不对等的战争，无耻至极。,1.3876620188389674,4.0,2.6123379811610326
明明就是一部小品，配不上“满江红”三个大字,3.0667181896861493,1.0,2.0667181896861493
一句话概括老谋子的《满江红》：一伙人策划了一次针对奸臣的行动，筹划埋伏了几十年，主演几乎全死光……最后目的竟是：为了让奸臣带领全军背课文！！！这种爱学习的精神让我动容。眼泪夹不住了～,4.999995924339558,3.0,1.999995924339558
全军复诵的时候我还在想，为什么秦桧儿对岳飞这么有感情，看到后边，哦！果然是张艺谋。,4.86494549609178,4.0,0.8649454960917797
我的五颗星星都给何大人，看完好想被何大人的扇子敲一下（bushi,4.894061865512015,5.0,0.10593813448798528
知道满江红，没想到这么红...我这是看了个主旋律古装剧本杀啊，还是欢乐情感本...,4.915525186319977,3.0,1.915525186319977
那个，能不能不要通过一些“亡国歌女”来透出一些…..,2.8914875808012575,3.0,0.10851241919874255
玷污女性那段属实让人一点生理不适了，好像女性的大义就体现在被人玷污而不屈服这一点上,4.0614529904329935,3.0,1.0614529904329935
7分。二十年前张艺谋没有刺秦，我站在偏精英的立场上不认同他共情暴君；二十年后张艺谋还是没有刺秦，我站在偏民众的立场上不认同他姑息奸臣。再回到电影构建的语境中来讨论，对于秦桧这样位高权重祸国殃民的奸臣，无论杀他能不能历史偶然地改变历史进程，都应该被（小人物张大式）快意恩仇地一刀砍死，而不做（小精英孙均式）“让你苟活着背负老百姓骂名惶惶不可终日”的臆想。更何况最后孙均都把秦桧捆起来了，背负着含亲戚在内的六条人命，居然还是选择不杀，恕我无法接受。虽然既定史实即便在艺术表达中也不容篡改，但不杀了还是杀不了是创作者可以选择的。想靠“功过后人评”这一套说教来告诫活着的大人物，既是一种过于理想的道德约束，也流于主观心证和相对主义的虚妄，应该是现世的法律制裁和人心向背更具威慑力才对。【仙桃金逸】,4.999999999999997,3.0,1.9999999999999973
如果令我感到不适，那就是真的不适。21世纪了，还需要挽救风尘女子而她守贞如玉贞洁比死亡更重要的桥段吗。,4.495505272561828,2.0,2.495505272561828
张导的作品一如既往的让我失望。像是初学作诗时，侧重整齐押韵，却忽略了诗本身的意义。,4.999931533581369,2.0,2.9999315335813694
原来带着镣铐是可以跳舞的，原来记忆就能杀人，敌人狡诈狠毒，我们共诵一首歌即可杀他。,4.8278107768510665,4.0,0.8278107768510665
我们为什么要记住诗词。,4.484020620873914,4.0,0.4840206208739142
可能不少人觉得最后朗诵满江红太煽情，可是在这个越来越逐利的时代，我愿意相信这样的浪漫英雄主义，至少是这两个半小时我想相信,4.984039493591143,4.0,0.9840394935911432
国产电影把全球刺客??的格局都打开了…不索命只要对方背诗??,1.907913541700546,4.0,2.092086458299454
“三十功名尘与土，八千里路云和月。”这不就是张导至今35年导演生涯的真实写照？他依旧在题材、手法、剧作上寻求变化。在意之人，定将铭记于心。反之，则嗤之以鼻。历史终究会烙下某种评断，无论好坏，是否清晰明确，消失难道不也是存在最好的印证？千玺很幸运，在最好的年华，能演到孙钧这样的好角色。,4.999999991455761,4.0,0.9999999914557609
雷佳音最后的表演多给一星，确实知道这剧有多处反转，但是最后的结局让我感受到格局，国师还是功力深，可细品,4.999926978495763,4.0,0.999926978495763
听到“我没什么背景 是靠自己努力”发出兔年第一声爆笑 大家演技都在线 新女演员也挺惊艳的 ,4.996483295621287,4.0,0.996483295621287
国师真的老了，从第五代的影像至上到一曲《满江红》的故事悬疑，很难说是商业的妥协还是在影像故事抉择之中的回归，但我觉得这部《满江红》道尽了一个老人，一个老电影艺术家的“精忠报国”，疫情三年中国电影业的萧条、困顿、失落，国师在今时用一首《满江红》高唱“待从头、收拾旧山河，朝天阙”，高歌“臣子恨，何时灭”，对着后辈年轻的电影人高歌“莫等闲，白了少年头，空悲切”！老一辈或许会背负骂名（向商业投降）而离去，但新一代将背负希望远行！这是一个老人送给中国电影的诗歌，是一部属于中国的《阿涅斯论瓦尔达》，无疑也是一部关于中国电影的中国电影，也是，有些东西无关生死，那就是传唱千古的文艺。,5.0,5.0,0.0
众所周知，全球顶级电影大师，都是在70 岁后迎来创作新巅峰，比如伍迪艾伦，雷德利斯科特，伊斯特伍德甚至斯皮尔伯格……目测我国师最近 2 年也进入了 70+高能通道，《满江红》真的是集自己导演生涯之大成，甚至可以说是多次自己致敬自己哈哈哈，直接干出一个 悬疑爱国主义喜剧 新类型。演员全员演技炸裂，沈腾雷佳音张译岳云鹏都绝了，易烊千玺又塑造了一个全新角色，简直新生代演员之光。首映场我身后观众全程大声爆笑，结尾多次鼓掌，结束回头发现他们是:左凌峰王皓张唯伊阿奇与阿诚……等。大胆预测，今年过完春节，全国人民都会全文背诵《满江红》！,5.0,5.0,0.0
"饶有趣味的空间结构：深宅大院，窄巷高瓴，用简洁的建筑线条勾勒出一座迷宫（牢狱），间间密不透风，又处处匿影藏形；当场景转向门外待命的千军万马，又如辟出一条被风穿堂的活路，命数已尽，壮志必酬。

情节的强度与反转无关，而是人物的台词、眼神、表情、动作本身被组合成一幕幕追逐，融合了机锋、幽默、悬念、热血、嘲讽，表演伪装和真情流露也被揉作一团，当幕间曲响起如摇滚/电子乐般的豫剧，时空如被瞬间打通，狂躁的宣泄，肆意的游乐。",5.0,4.0,1.0
杀了可以，别糟蹋她！Excuse me？,1.1470680135930182,3.0,1.8529319864069818
有匠气没灵气，有演技没真情,4.942368451313261,3.0,1.9423684513132606
喜欢张译！一张古人的脸。,2.984414010472785,4.0,1.015585989527215
刚开始以为红的是血，看到一半发现红的原来是樱桃，但到结束才醒悟真正红的是心。,4.9237938692512815,5.0,0.07620613074871851
大师多多拍电影吧，爱惨了这个故事，搞笑之后狠狠被感动了，真的很厉害。沈腾也很给力！！！,4.9985877739295415,5.0,0.0014122260704585443
就是一乐 但是不尊重历史 不配拍岳飞的相关事件 不配叫满江红,3.6016757230091043,1.0,2.6016757230091043
好喜欢最后的结局！但是张大和瑶琴那段不喜欢，很尴尬,4.939115115809949,5.0,0.06088488419005067
喜剧的形式或许是对历史的戏谑，既然如此，末了突然的认真，细想就让人觉得味道不对，情绪太直给太单一，缺少了解构的玩味空间。在人人自危各怀鬼胎的宫院里苟且偷生，棋子草芥也要纵横穿梭来追逐时间，嬉笑怒骂回应必死的命运，又或许还有比生命更加重要的东西。满江红，是杀伐果决的红眼，是血流成河的惨烈，是暗红的血性不露声色，是怒发冲冠的英雄们不留名字。本身是各种张艺谋标志元素的大杂烩，作为贺岁片已经算超额完成任务。摄影非常失望，部分画面甚至感觉在看电视电影，是城府之间的一次次疾走和怪有意思的电子戏曲配乐维系着电影感的存在，也反映出导演的玩耍心态。结尾联想到课文背后历史的厚度止不住流下眼泪，但同时又感觉数百官兵齐诵《满江红》的画面有一种意淫的尴尬和荒诞，大张旗鼓的煽情是最平庸的“升华”。,5.0,3.0,2.0
刺秦是表怀岳是里。这个古装版“风声”有点为反转而反转的意思了，但国师年逾古稀还有这么旺盛的创作欲rio厉害，而且题材还不带重样的。层层青壁构建的空间感不输给早期的大红灯笼，就是那些自以为是的幽默大可不必...,4.925587170527315,3.0,1.925587170527315
国师的电影质量我一直不担心，这次更是给了我惊喜！今天算是二刷了，因为之前首映礼看过一次，全员演技在线，剧情更是反转反转再反转，很刺激，有泪点也有笑点，非常适合春节档！！另外不得不说易烊千玺演技又进步了，台词也好，尤其是最后那几个镜头那几个眼神真的很牛逼！当时首映礼观众全呼孙均牛逼！！还有一点，大家有注意到吗？满江红的配乐也很让人惊喜,4.999986671171051,5.0,1.3328828948999671e-05
为赋新词强说愁,4.905058307550535,3.0,1.9050583075505347
张译和舞姬进屋审沈腾我就知道张译要被反杀，一点悬念都没。,1.3851980422935988,3.0,1.6148019577064012
像是一个大杂烩的电影，四字表演真的演啥都一个样,4.023329680922219,2.0,2.0233296809222194
是近几年老谋子持续稳定地输出里看得最舒服的作品。值得欣赏演技，但不值得盘故事逻辑。两星张译，一星雷佳音。王佳怡是美的入戏的，可恕我不能接受对女性角色定位以及男女人物关系的刻画。,4.999999977507782,3.0,1.9999999775077821
不难看，就是太满了，无论反转108次所以显得很刻意的结构，还是后半段出现太多次的强行上价值毫无留白的台词。有一些未解之谜亟待解开：1.瑶琴的口红啥牌子怎么一天一宿不褪色？2.沈腾的演技到底比其他所有人绑一块儿好多少？3.豫剧比故事高三个还是五个档次？,4.709240767897434,3.0,1.709240767897434
让张震来呀,3.0177475258012714,3.0,0.01774752580127137
要是能在张大死那里结束就好了，后面都是孙均编的影的翻拍。,2.613529761209779,3.0,0.386470238790221
成也反转败也反转，反转犹如一部好用的永动机，练手《悬崖之上》之后继续升级，以往作品大集合+类型大乱炖的基础上，源发于一个架空概念的疯狂猜谜机器产生了，它永不停歇（是的结尾你还可以反下去），无需讲究常规逻辑和人心变化，只要在观众脑海中兴起接近“思考”的漩涡就能赢得爽感，从现场反应来看无疑是成功的；估计也是春节档对观众最友好的一部——借人物之口捋得清楚明白，然而悬疑氛围也大打折扣。个人观感不能称之为“电影”，而是春晚小品集锦（大量篇幅花在群口相声上，倍感煎熬），人物不断被添加本身就是偷懒做法——人工痕迹的叙事盘扩充，而非剧情本身产生的戏剧力；最终诉求（人海战术的自我感动）与表现形式（戏谑与庄重的奇特混合、戏曲转场）呈现断裂，于是会产生非常古怪的叙事节奏体感。,5.0,2.0,3.0
深宅人人求生渴求一封密信保命，江湖人人求死换取一篇遗言复诵。大族宅邸满墙媾和之约，风波亭内名将临终喟叹，皆被剐了干净。有的字句成为免死金牌，有的诗词成为午夜梦魇。笼里的军鸽色若乌鸦，砚下的白纸写满谎言，背上的刺字状如死誓，手心的樱桃堪比赌约。赌一场前仆后继的局，换一曲传世满江红。,4.99779498888985,4.0,0.9977949888898499
本质上来说，这是一部《大山的女儿》《任长霞》般的传记剧，观众或为之泪流，但感动他们的不是作品本身，而是原型人物的伟大。张艺谋俗了，俗得彻底。不知道七十岁的他梦回昨日，是否能看到三十岁的他在冷笑。,4.999999713870896,3.0,1.9999997138708956
再为他多花一分钱买电影票都对不起我小镇做题家的称号,4.057689427057612,1.0,3.0576894270576123
要是最后孙均没有反水，那将是绝杀,1.3931898502613476,4.0,2.6068101497386524
为了刻意弘扬家国情怀，搞得毫无逻辑可言。不是不喜欢爱国影片，只是想要恰到好处的，自然而然的。最后士兵一齐念诗的场景，只感到了尴尬。,4.998411740514269,3.0,1.9984117405142694
不错，但看过原剧本，成片效果最多3.5星。原剧本没有任何喜剧元素，是个阴冷的密室杀人+政治惊悚故事。喜剧是后加入的，导致喜剧与悬疑就是两张皮，删了喜剧非但不影响剧情还能加快故事节奏。由于是后来者，喜剧空间也有限，就是演员效果，以及辈分互换的反差笑料（剧本里张大是孙均的舅舅），差异有多大？除了千玺和张译，其他角色风格跟原初都不一样。为了迎合市场，也是张艺谋的妥协（为了换取磐石的公映？），但基本盘还是优秀，国师极力把控两种风格的平衡。在高度威慑机器的笼罩之下，所有人如履薄冰，而此时被赋予的权力，可以成为活命的道具，也可以死亡的催命符。所以该片在“政治惊悚”层面上的深度，要比悬念营造完成度更高，有点韩国同类电影的味道了。,4.999999999999999,3.0,1.9999999999999991
蛰伏数年，牺牲多人，就为了让秦桧背诗？,4.969229028364175,2.0,2.9692290283641753
一个70岁的人还能随着自己的心意，去大胆尝试最新鲜的东西，是人生一大幸运，国师就是国师，牛逼说倦了。好多人才2、30岁，对不符合自己心意的东西反感排挤的那叫一个令人惊叹，明明在最年轻的年纪，活得封闭又狭隘，了无生机。,4.995564964683773,5.0,0.004435035316227243
真就动不动就砍一刀 你以为你丫拼多多呢,1.1469618630337797,2.0,0.8530381369662203
7分道理我都懂，但想不明白为什么要用那么复杂的嵌套讲一个这么浅白的故事。两场爱情戏尬得哟～最后十分钟的真假勉强加了一点分。,4.713175936541083,3.0,1.7131759365410826
一堆人谋划部署许多年，居然只是要得到岳帅遗言？而且不杀秦桧说让他遗臭万年，那留下他他岂不是可以害死更多的忠诚良将、跟金廷更多地勾结起来？这逻辑我是接受不了,1.1082138019472052,3.0,1.8917861980527948
家国情怀下反复提及的“女人守节”让人很割裂。这片子里的女性“角色”跟好莱坞电影的亚裔一样，只是一个符号。还有这吹上天的反转就一点儿铺垫不给硬转啊。,4.992700464472748,3.0,1.9927004644727484
full river red是我英语水平的译名,1.8122893194657412,3.0,1.1877106805342588
可以看出老谋子还是想表达一些东西的，比如：历史是如何被书写的，名不见经传的小人物是怎样在夹缝中求生存的，个人的力量能在多大程度上改写历史走向，捍卫集体记忆常常需要以生命为代价，以及人性是复杂多变的。然而这些东西被花里胡哨的反转、刻意为之的喜剧包袱埋得严严实实，一如既往塞得满满当当，丝毫不留余地。看到最后全军复诵、小女孩抱着石狮子，差点儿以为下一秒奥运会就要开始了……,4.999999999999902,4.0,0.9999999999999023
戏剧化的东西，过于戏剧化了。给人一种某个角色的死就是被编剧写死的感觉。,4.956232814660165,3.0,1.956232814660165
老是反转，“其实。。”“事实上。。”“这个局。。”，老有人跑出来说我在第x+1层，就没意思了。还有最后念满江红，真的太，一言难尽。秦桧你最后怎么像坏掉了一样？遍布其中的一些小笑点蛮不错的。不然就真的啥没有了。,4.632836483366647,3.0,1.6328364833666473
这bgm怎么回事，本来要睡着了结果被音乐吵醒了,1.0534016636906869,3.0,1.9465983363093131
反转是挺多的。不过岳云鹏还是太出戏，雷佳音的秦桧也有点莫名其妙…整部电影感觉像个情景剧或者舞台剧。总有故弄玄虚的感觉。配乐很失败，想表达紧迫动之感？需要这样突然的一惊一乍吗？声音总是突然性那么大声，搞笑成分不足，卖弄感很强。,4.998337595517096,3.0,1.9983375955170963
四字最后和雷佳音对戏那段他真的好到爆炸了，他所有的戏份都轻松拿捏，非常自然，结局真的燃炸了，反转又反转，说真的孙均这个角色需要他自己的灵性，也要有他那独一份的“孤”，四字演的很棒，,4.999999975528404,5.0,2.447159630492024e-08
国师就是国师，最后整得跟奥运会开幕似的！,1.1826857514784441,4.0,2.817314248521556
及格线上下吧，喜剧悬疑两张皮，喜剧是小品水平，悬疑是网文水平,4.979576058501291,3.0,1.9795760585012907
雷佳音值得一个最佳男配…,4.895865142363456,4.0,0.8958651423634558
除了易烊千玺之外的其他演员都还不错…然后摄影加一星吧…到底为什么有这样的精神胜利法啊，放着仇敌在面前不杀，背完诗要留他被万世唾骂？？,4.999839955394537,3.0,1.9998399553945374
宋朝人记性真好,4.829992515490991,4.0,0.8299925154909911
